iter	Logloss
919	0.07583130598
920	0.07571510077
921	0.075545156
922	0.07545508146
923	0.07537828684
924	0.07526835203
925	0.07519874573
926	0.07512040138
927	0.07506557703
928	0.07494100332
929	0.0747723341
930	0.07471196651
931	0.07458764315
932	0.07448530197
933	0.07435917854
934	0.07427835464
935	0.07411266565
936	0.0740457058
937	0.07394005656
938	0.07387318611
939	0.07373882532
940	0.07357432842
941	0.07348605394
942	0.07339074016
943	0.07333785295
944	0.07324534655
945	0.07308300734
946	0.07297492623
947	0.07283530831
948	0.07275884151
949	0.07267217636
950	0.07255930901
951	0.07249988914
952	0.07240288258
953	0.07224259973
954	0.07214872837
955	0.07204249501
956	0.07192596793
957	0.07181321383
958	0.0717253089
959	0.07163622379
960	0.07151830196
961	0.0714146018
962	0.0713000536
963	0.0711987257
964	0.07111437321
965	0.0710646987
966	0.07096313238
967	0.07089117765
968	0.07073697448
969	0.07065303326
970	0.07049905062
971	0.07034450769
972	0.07021186352
973	0.07012968063
974	0.07006037235
975	0.06999951601
976	0.06984722614
977	0.06971583366
978	0.06963680387
979	0.06955718994
980	0.06946691275
981	0.06931610107
982	0.06920119524
983	0.06914018393
984	0.06907348633
985	0.06897642016
986	0.0688288331
987	0.06875047684
988	0.06862072945
989	0.06855911016
990	0.06846279502
991	0.06831715107
992	0.06817158461
993	0.06811913252
994	0.0680369854
995	0.0678928256
996	0.06781576872
997	0.0677639842
998	0.06767621636
999	0.06759830713
